🌙月光宝盒,#genre#
上海第一财经,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shdycj&key=湘西卫视QQ群121797010
上海新纪实,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shxjs&key=湘西卫视QQ群121797010
上海都市,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shds&key=湘西卫视QQ群121797010
哈哈炫动,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hhxd&key=湘西卫视QQ群121797010
上海魔都眼,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shmdy&key=湘西卫视QQ群121797010
爱上海,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ash&key=湘西卫视QQ群121797010
海南新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinxw&key=湘西卫视QQ群121797010
海南文旅,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinwl&key=湘西卫视QQ群121797010
海南自贸,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinzm&key=湘西卫视QQ群121797010
海南公共,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hingg&key=湘西卫视QQ群121797010
海南少儿,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinse&key=湘西卫视QQ群121797010
浙江公共新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjggxw&key=湘西卫视QQ群121797010
浙江国际,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjgj&key=湘西卫视QQ群121797010
浙江少儿,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjse&key=湘西卫视QQ群121797010
浙江教科影视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjjksy&key=湘西卫视QQ群121797010
之江纪录,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjjl&key=湘西卫视QQ群121797010
浙江民生休闲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjmsxx&key=湘西卫视QQ群121797010
浙江经视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjjsh&key=湘西卫视QQ群121797010
浙江钱江都市,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjqjds&key=湘西卫视QQ群121797010
内蒙古农牧,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgnm&key=湘西卫视QQ群121797010
内蒙古新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgxwzh&key=湘西卫视QQ群121797010
内蒙古文体娱乐,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgwtly&key=湘西卫视QQ群121797010
内蒙古经济生活,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgjjsh&key=湘西卫视QQ群121797010
内蒙古蒙语卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgyws&key=湘西卫视QQ群121797010
内蒙古蒙语文化,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgywh&key=湘西卫视QQ群121797010
江苏国际,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsgj&key=湘西卫视QQ群121797010
江苏综艺,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jszy&key=湘西卫视QQ群121797010
江苏影视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsys&key=湘西卫视QQ群121797010
江苏教育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsjy&key=湘西卫视QQ群121797010
江苏体育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsty&key=湘西卫视QQ群121797010
南京新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=njxwzh&key=湘西卫视QQ群121797010
南京教科,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=njjk&key=湘西卫视QQ群121797010
南京十八,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=njsh&key=湘西卫视QQ群121797010
盐城新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ycxwzh&key=湘西卫视QQ群121797010
淮安新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=haxwzh&key=湘西卫视QQ群121797010
泰州新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=tzxwzh&key=湘西卫视QQ群121797010
连云港新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lygxwzh&key=湘西卫视QQ群121797010
宿迁新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sqxwzh&key=湘西卫视QQ群121797010
徐州新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=xzxwzh&key=湘西卫视QQ群121797010
江阴新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jyxwzh&key=湘西卫视QQ群121797010
南通新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ntxwzh&key=湘西卫视QQ群121797010
宜兴新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=yxxwzh&key=湘西卫视QQ群121797010
溧水新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lsxwzh&key=湘西卫视QQ群121797010
陕西银龄频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sxylpd&key=湘西卫视QQ群121797010
陕西都市青春频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sxdsqc&key=湘西卫视QQ群121797010
陕西秦腔频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sxqqpd&key=湘西卫视QQ群121797010
陕西新闻资讯频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sxzxpd&key=湘西卫视QQ群121797010
凤凰中文,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fhzw&key=湘西卫视QQ群121797010
凤凰资讯,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fhzx&key=湘西卫视QQ群121797010
凤凰香港,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fhhk&key=湘西卫视QQ群121797010
翡翠台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fct&key=湘西卫视QQ群121797010
翡翠台4K,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fct4k&key=湘西卫视QQ群121797010
无线新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=wxxw&key=湘西卫视QQ群121797010
Now新闻台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nowxwt&key=湘西卫视QQ群121797010
TVB Plus,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=tvgplus&key=湘西卫视QQ群121797010
明珠台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=mzt&key=湘西卫视QQ群121797010
TVB星河,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=tvgxh&key=湘西卫视QQ群121797010
TVB功夫,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=tvggf&key=湘西卫视QQ群121797010
八度空间,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bdjk&key=湘西卫视QQ群121797010
CHU,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=chu&key=湘西卫视QQ群121797010
CH5,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ch5&key=湘西卫视QQ群121797010
CH8,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ch8&key=湘西卫视QQ群121797010
澳视澳门,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=asam&key=湘西卫视QQ群121797010
HOY77,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hoy77&key=湘西卫视QQ群121797010





🇨🇳深圳天威,#genre#,PB=starttime={start|yyyyMMdd'T'HHmmss'.00Z'}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'}
CCTV-1 综合,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2 财经,http://111.221.137.155:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3 综艺,http://111.221.137.155:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4 中文国际,http://111.221.137.155:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5 体育,http://111.221.137.155:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6 电影,http://111.221.137.155:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7 国防军事,http://111.221.137.155:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8 电视剧,http://111.221.137.155:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9 纪录,http://111.221.137.155:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10 科教,http://111.221.137.155:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11 戏曲,http://111.221.137.155:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12 社会与法,http://111.221.137.155:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13 新闻,http://111.221.137.155:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14 少儿,http://111.221.137.155:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15 音乐,http://111.221.137.155:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5+ 体育赛事,http://111.221.137.155:44330/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CGTN,http://111.221.137.155:44330/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://111.221.137.155:44330/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
深圳都市,http://111.221.137.155:44330/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
深圳电视剧,http://111.221.137.155:44330/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0
深圳公共,http://111.221.137.155:44330/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
深圳财经生活,http://111.221.137.155:44330/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://111.221.137.155:44330/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://111.221.137.155:44330/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
广东公共,http://111.221.137.155:44330/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
广东新闻,http://111.221.137.155:44330/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
南方卫视,http://111.221.137.155:44330/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://111.221.137.155:44330/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://111.221.137.155:44330/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://111.221.137.155:44330/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://111.221.137.155:44330/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://111.221.137.155:44330/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://111.221.137.155:44330/tsfile/live/0132_2.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://111.221.137.155:44330/tsfile/live/0121_2.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://111.221.137.155:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://111.221.137.155:44330/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://111.221.137.155:44330/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://111.221.137.155:44330/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://111.221.137.155:44330/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://111.221.137.155:44330/tsfile/live/1016_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://111.221.137.155:44330/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://111.221.137.155:44330/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
澳亚卫视,http://111.221.137.155:44330/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://111.221.137.155:44330/tsfile/live/1019_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://111.221.137.155:44330/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://111.221.137.155:44330/tsfile/live/0114_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://111.221.137.155:44330/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://111.221.137.155:44330/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
翡翠台,http://111.221.137.155:44330/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0
明珠台,http://111.221.137.155:44330/tsfile/live/0138_2.m3u8?key=txiptv&playlive=0&authid=0
Channel [V],http://111.221.137.155:44330/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
重温经典,http://111.221.137.155:44330/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0

🇨🇳央视投屏,#genre#,JS=https://5266.kstore.space/cctvnews.js
CCTV1综合,http://A/ku9/js/cctvnews.js?id=cctv1
CCTV2财经,http://A/ku9/js/cctvnews.js?id=cctv2
CCTV4国际,http://A/ku9/js/cctvnews.js?id=cctv4
CCTV13新闻,http://A/ku9/js/cctvnews.js?id=cctv13
CCTV9纪录,http://A/ku9/js/cctvnews.js?id=cctv9
CCTV10科教,http://A/ku9/js/cctvnews.js?id=cctv10
CCTV7国防军事,http://A/ku9/js/cctvnews.js?id=cctv7
CCTV12法制,http://A/ku9/js/cctvnews.js?id=cctv12
CCTV17农业,http://A/ku9/js/cctvnews.js?id=cctv17
CCTV4K,http://A/ku9/js/cctvnews.js?id=cctv4k
🇨🇳北京频道,#genre#
北京影视,webview://http://p2.ytelc.com/169l/bj/btv.php?id=btv4
北京文艺,webview://http://p2.ytelc.com/169l/bj/btv.php?id=btv2
北京纪实,webview://http://p2.ytelc.com/169l/bj/btv.php?id=btv3
北京财经,webview://http://p2.ytelc.com/169l/bj/btv.php?id=btv5
北京生活,webview://http://p2.ytelc.com/169l/bj/btv.php?id=btv7
北京新闻,webview://http://p2.ytelc.com/169l/bj/btv.php?id=btv9


🇨🇳河南频道,#genre#

河南卫视,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnws
河南都市,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnds
河南民生,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnms
河南法治,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hmfz
河南电视剧,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hndsj
河南新闻,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnxw
欢腾购物,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=htgw
河南公共,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hngg
河南乡村,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnxc
河南梨园,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnly
文物宝库,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=wwbk
武术世界,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=wspd
河南曲艺,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnqy
移动戏曲,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ydxj
象视界,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xsj
国学频道,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=gxpd
郑州新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=zz1
开封新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=kf1
洛阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ly1
平顶山新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=pds1
安阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ay1
鹤壁新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hb1
新乡新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xx1
焦作新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=jz1
濮阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=py1
许昌新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xc1
漯河新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=lh1
三门峡新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=smx1
南阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ny1
商丘新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=sq1
信阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xy1
周口新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=zk1
驻马店新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=zmd1
济源新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=jy1

🇨🇳腾讯秒播,#genre#,JS=https://5266.kstore.space/txmbo.js


贵州卫视,http://A/ku9/js/湘西卫视秒播.js?id=http://9bwaz8y2.gzstv.com/live/CH01_lo
贵州公共,http://A/ku9/js/湘西卫视秒播.js?id=http://9bwaz8y2.gzstv.com/live/CH02_lo
贵州影视文艺http://A/ku9/js/湘西卫视秒播.js?id=http://9bwaz8y2.gzstv.com/live/CH03_lo
贵州大众生活,http://A/ku9/js/湘西卫视秒播.js?id=http://9bwaz8y2.gzstv.com/live/CH04_lo
贵州生态乡村,http://A/ku9/js/湘西卫视秒播.js?id=http://9bwaz8y2.gzstv.com/live/CH05_lo
贵州科教健康,http://A/ku9/js/湘西卫视秒播.js?id=http://9bwaz8y2.gzstv.com/live/CH06_lo
贵州经济频道,http://A/ku9/js/湘西卫视秒播.js?id=http://9bwaz8y2.gzstv.com/live/CH09_lo
贵州家有购物,http://A/ku9/js/湘西卫视秒播.js?id=http://9bwaz8y2.gzstv.com/live/CH10_lo
贵州移动电视,http://A/ku9/js/湘西卫视秒播.js?id=http://9bwaz8y2.gzstv.com/live/CH13_lo
贵州天元围棋,http://A/ku9/js/湘西卫视秒播.js?id=http://y0tavw6qlive.tyweiqi.com/live/weiqi-test


江苏卫视,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jswspro
江苏城市,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jscspro
江苏综艺,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jszypro
江苏影视,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jsyspro
江苏新闻,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jsxwpro
江苏教育,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jsjypro
体育休闲,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jsxxpro
优漫卡通,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/ymktpro
江苏国际,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jsgjpro
财富天下,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/cftxtxjm
南京新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/nanjing
江阴新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jiangyin
徐州-1,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/xuzhou
邳州综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/pizhou
新沂新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/xinyi
贾汪新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jiawang
铜山新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/tongshan
常州新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/czpro
武进新闻,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/wujin
苏州新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/suzhou
吴江新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/wujiang
南通新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/nantong
连云港新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/lianyungang
淮安综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/huaian
盱眙综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/xuyi
洪泽1套,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/hongze
盐城1套,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/yancheng
响水综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/xiangshui
镇江新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/zhenjiang
泰州新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/taizhou
靖江新闻,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/jingjiang
兴化新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/xinghua
泰兴综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/taixing
宿迁综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/suqian
泗阳综合,http://A/ku9/js/湘西卫视秒播.js?id=http://litchi-play-encrypted.jstv.com/applive/siyang

江西卫视,http://A/ku9/js/湘西卫视秒播.js?id=http://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_jxtv1
江西都市,http://A/ku9/js/湘西卫视秒播.js?id=http://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_jxtv2
江西经济,http://A/ku9/js/湘西卫视秒播.js?id=http://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_jxtv3_hd
江西影视,http://A/ku9/js/湘西卫视秒播.js?id=http://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_jxtv4
江西公共,http://A/ku9/js/湘西卫视秒播.js?id=http://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_jxtv5
江西少儿,http://A/ku9/js/湘西卫视秒播.js?id=http://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_jxtv6
江西新闻,http://A/ku9/js/湘西卫视秒播.js?id=http://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_jxtv7
陶瓷频道,http://A/ku9/js/湘西卫视秒播.js?id=http://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_taoci
风尚购物,http://A/ku9/js/湘西卫视秒播.js?id=http://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_fsgw
南昌新闻综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_nanchang
九江新闻综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_jiujiang
景德镇新闻综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_jingdezhen
萍乡新闻综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_pingxiang
新余新闻综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_xinyu
鹰潭综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_yingtan
赣州新闻综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_ganzhou
宜春综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_yichun
上饶新闻综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_shangrao
吉安综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_jian
抚州综合频道,http://A/ku9/js/湘西卫视秒播.js?id=http://play-live-jsp.jxtvcn.com.cn/live-city/tv_fuzhou


内蒙古卫视,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/3208526general
内蒙古蒙古语卫视,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/2315general
新闻综合,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/2316general
经济生活,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/2317general
少儿频道,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/2318general
文体娱乐,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/2319general
农牧频道,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/2320general
内蒙古蒙古语文化,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/2321general
呼和浩特,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/2331general
包头,http://A/ku9/js/湘西卫视秒播.js?id=http://livestream-bt.nmtv.cn/nmtv/2358general
